"Settlement Date","Settlement Period","Outturn Inertia","Market Provided Inertia"
2025-06-29,22,131,95
2025-06-29,23,132,95
2025-06-29,24,139,102
2025-06-29,25,133,103
2025-06-29,26,133,103
2025-06-29,27,127,103
2025-06-29,28,126,103
2025-06-29,29,133,113
2025-06-29,30,134,115
2025-06-29,31,133,124
2025-06-29,32,144,124
2025-06-29,33,147,131
2025-06-29,34,166,147
2025-06-29,35,187,175
2025-06-29,36,197,178
2025-06-29,37,197,176
2025-06-29,38,196,175
2025-06-29,39,201,184
2025-06-29,40,202,185
2025-06-29,41,206,189
2025-06-29,42,206,184
2025-06-29,43,205,183
2025-06-29,44,205,184
2025-06-29,45,207,184
2025-06-29,46,202,179
2025-06-29,47,202,177
2025-06-29,48,189,148
2025-06-30,1,174,142
2025-06-30,2,176,144
2025-06-30,3,176,149
2025-06-30,4,175,143
2025-06-30,5,175,144
2025-06-30,6,167,137
2025-06-30,7,167,131
2025-06-30,8,167,131
2025-06-30,9,168,138
2025-06-30,10,171,135
2025-06-30,11,175,151
2025-06-30,12,176,152
2025-06-30,13,185,146
2025-06-30,14,188,148
2025-06-30,15,189,158
2025-06-30,16,191,152
2025-06-30,17,193,154
2025-06-30,18,194,155
2025-06-30,19,196,157
2025-06-30,20,177,146
2025-06-30,21,166,140
2025-06-30,22,153,127
2025-06-30,23,154,128
2025-06-30,24,149,129
2025-06-30,25,149,130
2025-06-30,26,156,130
2025-06-30,27,162,143
2025-06-30,28,165,138
2025-06-30,29,160,142
2025-06-30,30,168,150
2025-06-30,31,179,153
2025-06-30,32,211,179
2025-06-30,33,228,221
2025-06-30,34,235,235
2025-06-30,35,243,246
2025-06-30,36,249,248
2025-06-30,37,248,252
2025-06-30,38,246,253
2025-06-30,39,250,249
2025-06-30,40,251,249
2025-06-30,41,251,250
2025-06-30,42,251,250
2025-06-30,43,249,249
2025-06-30,44,247,244
2025-06-30,45,243,240
2025-06-30,46,241,235
2025-06-30,47,226,219
2025-06-30,48,215,202
2025-07-01,1,209,195
2025-07-01,2,196,188
2025-07-01,3,195,188
2025-07-01,4,194,187
2025-07-01,5,198,191
2025-07-01,6,198,191
2025-07-01,7,197,190
2025-07-01,8,197,189
2025-07-01,9,196,189
2025-07-01,10,194,187
2025-07-01,11,197,190
2025-07-01,12,196,190
2025-07-01,13,200,191
2025-07-01,14,203,194
2025-07-01,15,210,204
2025-07-01,16,202,195
2025-07-01,17,204,197
2025-07-01,18,206,203
2025-07-01,19,199,203
2025-07-01,20,199,203
2025-07-01,21,198,202
2025-07-01,22,196,192
2025-07-01,23,196,194
2025-07-01,24,196,194
2025-07-01,25,196,194
2025-07-01,26,203,194
2025-07-01,27,203,200
2025-07-01,28,202,193
2025-07-01,29,205,196
2025-07-01,30,204,195
2025-07-01,31,221,206
2025-07-01,32,228,213
2025-07-01,33,236,226
2025-07-01,34,245,242
2025-07-01,35,249,249
2025-07-01,36,244,248
2025-07-01,37,241,248
2025-07-01,38,245,249
2025-07-01,39,247,247
2025-07-01,40,248,248
2025-07-01,41,247,247
2025-07-01,42,247,247
2025-07-01,43,255,248
2025-07-01,44,253,247
2025-07-01,45,246,244
2025-07-01,46,241,239
2025-07-01,47,238,235
2025-07-01,48,220,210
2025-07-02,1,219,210
2025-07-02,2,210,203
2025-07-02,3,205,198
2025-07-02,4,205,198
2025-07-02,5,204,197
2025-07-02,6,205,197
2025-07-02,7,204,196
2025-07-02,8,204,196
2025-07-02,9,204,197
2025-07-02,10,203,196
2025-07-02,11,204,196
2025-07-02,12,205,197
2025-07-02,13,206,199
2025-07-02,14,209,202
2025-07-02,15,210,203
2025-07-02,16,212,205
2025-07-02,17,216,211
2025-07-02,18,211,215
2025-07-02,19,211,211
2025-07-02,20,197,197
2025-07-02,21,192,192
2025-07-02,22,193,193
2025-07-02,23,188,188
2025-07-02,24,175,176
2025-07-02,25,173,177
2025-07-02,26,173,178
2025-07-02,27,171,176
2025-07-02,28,168,168
2025-07-02,29,166,168
2025-07-02,30,188,176
2025-07-02,31,187,181
2025-07-02,32,188,186
2025-07-02,33,187,186
2025-07-02,34,194,192
2025-07-02,35,209,203
2025-07-02,36,211,202
2025-07-02,37,207,202
2025-07-02,38,207,198
2025-07-02,39,208,199
2025-07-02,40,201,201
2025-07-02,41,198,189
2025-07-02,42,198,198
2025-07-02,43,195,186
2025-07-02,44,185,176
2025-07-02,45,186,176
2025-07-02,46,183,174
2025-07-02,47,170,163
2025-07-02,48,154,134
2025-07-03,1,147,127
2025-07-03,2,144,124
2025-07-03,3,142,121
2025-07-03,4,131,119
2025-07-03,5,127,117
2025-07-03,6,126,116
2025-07-03,7,122,112
2025-07-03,8,122,119
2025-07-03,9,122,112
2025-07-03,10,122,112
2025-07-03,11,135,120
2025-07-03,12,138,121
2025-07-03,13,144,116
2025-07-03,14,145,118
2025-07-03,15,152,125
2025-07-03,16,157,134
2025-07-03,17,151,123
2025-07-03,18,151,124
2025-07-03,19,149,125
2025-07-03,20,139,115
2025-07-03,21,133,109
2025-07-03,22,133,114
2025-07-03,23,134,115
2025-07-03,24,124,112
2025-07-03,25,120,108
2025-07-03,26,120,108
2025-07-03,27,119,107
2025-07-03,28,118,109
2025-07-03,29,117,105
2025-07-03,30,121,107
2025-07-03,31,124,104
2025-07-03,32,136,112
2025-07-03,33,154,130
2025-07-03,34,171,152
2025-07-03,35,189,170
2025-07-03,36,196,182
2025-07-03,37,196,185
2025-07-03,38,193,183
2025-07-03,39,194,188
2025-07-03,40,194,185
2025-07-03,41,196,186
2025-07-03,42,196,195
2025-07-03,43,201,185
2025-07-03,44,200,179
2025-07-03,45,199,184
2025-07-03,46,198,183
2025-07-03,47,194,171
2025-07-03,48,178,142
2025-07-04,1,169,121
2025-07-04,2,156,117
2025-07-04,3,150,107
2025-07-04,4,142,106
2025-07-04,5,141,106
2025-07-04,6,140,105
2025-07-04,7,140,105
2025-07-04,8,137,105
2025-07-04,9,137,105
2025-07-04,10,137,104
2025-07-04,11,136,104
2025-07-04,12,137,105
2025-07-04,13,138,106
2025-07-04,14,140,112
2025-07-04,15,146,112
2025-07-04,16,148,127
2025-07-04,17,139,121
2025-07-04,18,136,107
2025-07-04,19,136,107
2025-07-04,20,132,103
2025-07-04,21,126,99
2025-07-04,22,123,96
2025-07-04,23,124,97
2025-07-04,24,124,95
2025-07-04,25,121,94
2025-07-04,26,121,94
2025-07-04,27,121,95
2025-07-04,28,122,95
2025-07-04,29,121,101
2025-07-04,30,117,93
2025-07-04,31,116,102
2025-07-04,32,124,102
2025-07-04,33,123,93
2025-07-04,34,135,104
2025-07-04,35,142,112
2025-07-04,36,148,114
2025-07-04,37,147,102
2025-07-04,38,146,101
2025-07-04,39,145,103
2025-07-04,40,147,103
2025-07-04,41,147,115
2025-07-04,42,147,102
2025-07-04,43,149,101
2025-07-04,44,148,100
2025-07-04,45,147,99
2025-07-04,46,135,95
2025-07-04,47,135,97
2025-07-04,48,134,85
2025-07-05,1,138,84
2025-07-05,2,138,85
2025-07-05,3,123,84
2025-07-05,4,123,91
2025-07-05,5,119,84
2025-07-05,6,117,82
2025-07-05,7,118,82
2025-07-05,8,117,85
2025-07-05,9,117,86
2025-07-05,10,121,82
2025-07-05,11,121,81
2025-07-05,12,121,82
2025-07-05,13,123,84
2025-07-05,14,121,85
2025-07-05,15,119,81
2025-07-05,16,119,82
2025-07-05,17,121,82
2025-07-05,18,119,83
2025-07-05,19,115,84
2025-07-05,20,116,85
2025-07-05,21,118,86
2025-07-05,22,118,93
2025-07-05,23,113,96
2025-07-05,24,113,96
2025-07-05,25,114,97
2025-07-05,26,115,88
2025-07-05,27,114,87
2025-07-05,28,119,87
2025-07-05,29,120,87
2025-07-05,30,119,86
2025-07-05,31,118,86
2025-07-05,32,118,85
2025-07-05,33,117,95
2025-07-05,34,123,86
2025-07-05,35,124,98
2025-07-05,36,129,93
2025-07-05,37,135,100
2025-07-05,38,135,99
2025-07-05,39,135,101
2025-07-05,40,135,109
2025-07-05,41,138,104
2025-07-05,42,137,103
2025-07-05,43,135,108
2025-07-05,44,134,115
2025-07-05,45,139,107
2025-07-05,46,138,106
2025-07-05,47,137,105
2025-07-05,48,127,103
2025-07-06,1,124,100
2025-07-06,2,123,94
2025-07-06,3,126,91
2025-07-06,4,126,96
2025-07-06,5,125,87
2025-07-06,6,125,87
2025-07-06,7,124,86
2025-07-06,8,121,98
2025-07-06,9,122,86
2025-07-06,10,120,94
2025-07-06,11,126,114
2025-07-06,12,130,122
2025-07-06,13,130,122
2025-07-06,14,130,122
2025-07-06,15,129,110
2025-07-06,16,130,103
2025-07-06,17,132,112
2025-07-06,18,138,119
2025-07-06,19,137,113
2025-07-06,20,140,124
2025-07-06,21,137,118
2025-07-06,22,138,118
2025-07-06,23,133,128
2025-07-06,24,130,116
2025-07-06,25,129,124
2025-07-06,26,129,115
2025-07-06,27,134,120
2025-07-06,28,133,119
2025-07-06,29,132,125
2025-07-06,30,134,134
2025-07-06,31,130,122
2025-07-06,32,140,135
2025-07-06,33,145,140
2025-07-06,34,164,146
2025-07-06,35,176,167
2025-07-06,36,179,167
2025-07-06,37,181,169
2025-07-06,38,181,166
2025-07-06,39,182,167
2025-07-06,40,178,167
2025-07-06,41,178,167
2025-07-06,42,179,173
2025-07-06,43,179,172
2025-07-06,44,177,173
2025-07-06,45,176,164
2025-07-06,46,174,170
2025-07-06,47,167,145
2025-07-06,48,153,133
2025-07-07,1,143,126
2025-07-07,2,142,125
2025-07-07,3,137,112
2025-07-07,4,137,106
2025-07-07,5,136,106
2025-07-07,6,135,114
2025-07-07,7,131,103
2025-07-07,8,127,90
2025-07-07,9,120,81
2025-07-07,10,120,81
2025-07-07,11,121,81
2025-07-07,12,122,91
2025-07-07,13,128,94
2025-07-07,14,134,90
2025-07-07,15,136,92
2025-07-07,16,138,93
2025-07-07,17,132,102
2025-07-07,18,128,95
2025-07-07,19,130,96
2025-07-07,20,130,94
2025-07-07,21,122,100
2025-07-07,22,123,94
2025-07-07,23,121,95
2025-07-07,24,121,117
2025-07-07,25,122,110
2025-07-07,26,122,96
2025-07-07,27,119,104
2025-07-07,28,117,95
2025-07-07,29,117,95
2025-07-07,30,121,105
2025-07-07,31,123,107
2025-07-07,32,117,109
2025-07-07,33,131,101
2025-07-07,34,137,116
2025-07-07,35,148,125
2025-07-07,36,159,133
2025-07-07,37,160,140
2025-07-07,38,160,136
2025-07-07,39,158,141
2025-07-07,40,163,132
2025-07-07,41,162,131
2025-07-07,42,160,130
2025-07-07,43,162,130
2025-07-07,44,160,146
2025-07-07,45,161,140
2025-07-07,46,147,137
2025-07-07,47,144,126
2025-07-07,48,131,109
2025-07-08,1,126,104
2025-07-08,2,121,93
2025-07-08,3,121,92
2025-07-08,4,120,98
2025-07-08,5,121,91
2025-07-08,6,120,91
2025-07-08,7,119,90
2025-07-08,8,119,90
2025-07-08,9,120,91
2025-07-08,10,119,90
2025-07-08,11,128,109
2025-07-08,12,133,104
2025-07-08,13,129,113
2025-07-08,14,128,109
2025-07-08,15,127,108
2025-07-08,16,129,116
2025-07-08,17,123,110
2025-07-08,18,124,111
2025-07-08,19,126,116
2025-07-08,20,119,113
2025-07-08,21,120,114
2025-07-08,22,120,114
2025-07-08,23,117,111
2025-07-08,24,122,116
2025-07-08,25,125,119
2025-07-08,26,124,117
2025-07-08,27,125,117
2025-07-08,28,124,115
2025-07-08,29,124,115
2025-07-08,30,131,123
2025-07-08,31,133,125
2025-07-08,32,139,128
2025-07-08,33,166,158
2025-07-08,34,174,174
2025-07-08,35,184,184
2025-07-08,36,190,193
2025-07-08,37,190,189
2025-07-08,38,192,190
2025-07-08,39,192,192
2025-07-08,40,192,192
2025-07-08,41,193,193
2025-07-08,42,193,193
2025-07-08,43,191,190
2025-07-08,44,189,189
2025-07-08,45,193,188
2025-07-08,46,188,183
2025-07-08,47,174,170
2025-07-08,48,170,166
2025-07-09,1,164,160
2025-07-09,2,158,154
2025-07-09,3,157,152
2025-07-09,4,156,152
2025-07-09,5,157,151
2025-07-09,6,156,151
2025-07-09,7,156,151
2025-07-09,8,156,151
2025-07-09,9,158,153
2025-07-09,10,158,153
2025-07-09,11,158,156
2025-07-09,12,159,157
2025-07-09,13,161,160
2025-07-09,14,163,166
2025-07-09,15,163,162
2025-07-09,16,164,163
2025-07-09,17,166,162
2025-07-09,18,168,163
2025-07-09,19,170,165
2025-07-09,20,167,163
2025-07-09,21,158,154
2025-07-09,22,156,151
2025-07-09,23,145,145
2025-07-09,24,144,144
2025-07-09,25,149,149
2025-07-09,26,144,144
2025-07-09,27,145,146
2025-07-09,28,145,146
2025-07-09,29,144,144
2025-07-09,30,146,146
2025-07-09,31,163,164
2025-07-09,32,166,166
2025-07-09,33,187,187
2025-07-09,34,194,197
2025-07-09,35,212,210
2025-07-09,36,213,210
2025-07-09,37,221,219
2025-07-09,38,220,219
2025-07-09,39,223,221
2025-07-09,40,223,222
2025-07-09,41,223,223
2025-07-09,42,222,223
2025-07-09,43,222,222
2025-07-09,44,222,220
2025-07-09,45,221,219
2025-07-09,46,216,213
2025-07-09,47,211,207
2025-07-09,48,203,199
2025-07-10,1,191,179
2025-07-10,2,190,172
2025-07-10,3,182,170
2025-07-10,4,178,174
2025-07-10,5,179,167
2025-07-10,6,178,167
2025-07-10,7,179,167
2025-07-10,8,178,166
2025-07-10,9,181,169
2025-07-10,10,180,168
2025-07-10,11,180,176
2025-07-10,12,180,176
2025-07-10,13,183,172
2025-07-10,14,186,186
2025-07-10,15,186,181
2025-07-10,16,185,171
2025-07-10,17,192,176
2025-07-10,18,193,177
2025-07-10,19,188,172
2025-07-10,20,173,159
2025-07-10,21,163,149
2025-07-10,22,163,157
2025-07-10,23,165,164
2025-07-10,24,166,165
2025-07-10,25,167,166
2025-07-10,26,155,150
2025-07-10,27,157,152
2025-07-10,28,159,148
2025-07-10,29,152,147
2025-07-10,30,151,148
2025-07-10,31,153,156
2025-07-10,32,171,169
2025-07-10,33,192,189
2025-07-10,34,204,202
2025-07-10,35,218,223
2025-07-10,36,223,224
2025-07-10,37,222,226
2025-07-10,38,222,228
2025-07-10,39,224,230
2025-07-10,40,224,227
2025-07-10,41,226,227
2025-07-10,42,221,226
2025-07-10,43,222,227
2025-07-10,44,222,225
2025-07-10,45,220,224
2025-07-10,46,219,223
2025-07-10,47,217,217
2025-07-10,48,206,198
2025-07-11,1,204,197
2025-07-11,2,200,182
2025-07-11,3,193,176
2025-07-11,4,188,175
2025-07-11,5,188,175
2025-07-11,6,187,175
2025-07-11,7,184,174
2025-07-11,8,183,174
2025-07-11,9,177,174
2025-07-11,10,176,173
2025-07-11,11,177,174
2025-07-11,12,177,174
2025-07-11,13,183,180
2025-07-11,14,184,181
2025-07-11,15,184,182
2025-07-11,16,184,181
2025-07-11,17,187,183
2025-07-11,18,187,181
2025-07-11,19,189,183
2025-07-11,20,184,181
2025-07-11,21,177,173
2025-07-11,22,172,169
2025-07-11,23,164,162
2025-07-11,24,158,159
2025-07-11,25,157,158
2025-07-11,26,157,157
2025-07-11,27,157,157
2025-07-11,28,156,156
2025-07-11,29,156,156
2025-07-11,30,158,157
2025-07-11,31,157,157
2025-07-11,32,156,156
2025-07-11,33,162,162
2025-07-11,34,172,170
2025-07-11,35,200,195
2025-07-11,36,209,209
2025-07-11,37,207,208
2025-07-11,38,207,207
2025-07-11,39,209,210
2025-07-11,40,210,212
2025-07-11,41,210,212
2025-07-11,42,209,211
2025-07-11,43,213,213
2025-07-11,44,213,213
2025-07-11,45,212,208
2025-07-11,46,211,207
2025-07-11,47,209,204
2025-07-11,48,206,200
2025-07-12,1,192,179
2025-07-12,2,185,178
2025-07-12,3,177,170
2025-07-12,4,175,171
2025-07-12,5,175,169
2025-07-12,6,163,158
2025-07-12,7,163,157
2025-07-12,8,153,147
2025-07-12,9,153,147
2025-07-12,10,140,142
2025-07-12,11,142,141
2025-07-12,12,138,138
2025-07-12,13,137,136
2025-07-12,14,137,137
2025-07-12,15,135,132
2025-07-12,16,129,122
2025-07-12,17,130,124
2025-07-12,18,129,124
2025-07-12,19,131,125
2025-07-12,20,131,126
2025-07-12,21,122,119
2025-07-12,22,119,117
2025-07-12,23,114,112
2025-07-12,24,114,103
2025-07-12,25,114,111
2025-07-12,26,115,111
2025-07-12,27,114,103
2025-07-12,28,114,102
2025-07-12,29,113,102
2025-07-12,30,113,102
2025-07-12,31,112,101
2025-07-12,32,111,99
2025-07-12,33,124,113
2025-07-12,34,148,137
2025-07-12,35,168,166
2025-07-12,36,172,171
2025-07-12,37,174,171
2025-07-12,38,173,172
2025-07-12,39,173,172
2025-07-12,40,174,173
2025-07-12,41,174,173
2025-07-12,42,175,174
2025-07-12,43,177,174
2025-07-12,44,176,175
2025-07-12,45,176,176
2025-07-12,46,175,175
2025-07-12,47,174,167
2025-07-12,48,168,157
2025-07-13,1,160,149
2025-07-13,2,156,148
2025-07-13,3,149,142
2025-07-13,4,139,135
2025-07-13,5,138,129
2025-07-13,6,133,125
2025-07-13,7,128,120
2025-07-13,8,128,119
2025-07-13,9,124,115
2025-07-13,10,123,116
2025-07-13,11,115,107
2025-07-13,12,114,107
2025-07-13,13,115,108
2025-07-13,14,115,108
2025-07-13,15,116,108
2025-07-13,16,118,109
2025-07-13,17,119,103
2025-07-13,18,117,102
2025-07-13,19,115,101
2025-07-13,20,115,101
2025-07-13,21,117,103
2025-07-13,22,115,104
2025-07-13,23,116,105
2025-07-13,24,117,106
2025-07-13,25,118,106
2025-07-13,26,117,105
2025-07-13,27,116,104
2025-07-13,28,114,103
2025-07-13,29,114,111
2025-07-13,30,114,111
2025-07-13,31,121,118
2025-07-13,32,124,121
2025-07-13,33,147,144
2025-07-13,34,162,159
2025-07-13,35,189,189
2025-07-13,36,189,189
2025-07-13,37,189,191
2025-07-13,38,191,193
2025-07-13,39,192,193
2025-07-13,40,194,194
2025-07-13,41,194,194
2025-07-13,42,192,194
2025-07-13,43,190,193
2025-07-13,44,190,193
2025-07-13,45,192,192
2025-07-13,46,191,187
2025-07-13,47,191,186
2025-07-13,48,179,175
2025-07-14,1,168,161
2025-07-14,2,160,150
2025-07-14,3,158,148
2025-07-14,4,154,145
2025-07-14,5,151,136
2025-07-14,6,147,140
2025-07-14,7,147,131
2025-07-14,8,146,131
2025-07-14,9,146,131
2025-07-14,10,146,131
2025-07-14,11,146,140
2025-07-14,12,147,141
2025-07-14,13,149,143
2025-07-14,14,150,145
2025-07-14,15,151,135
2025-07-14,16,153,137
2025-07-14,17,157,139
2025-07-14,18,143,125
2025-07-14,19,135,115
2025-07-14,20,133,116
2025-07-14,21,133,112
2025-07-14,22,134,112
2025-07-14,23,120,105
2025-07-14,24,121,108
2025-07-14,25,122,106
2025-07-14,26,122,107
2025-07-14,27,122,107
2025-07-14,28,121,106
2025-07-14,29,120,105
2025-07-14,30,120,104
2025-07-14,31,120,104
2025-07-14,32,132,106
2025-07-14,33,132,103
2025-07-14,34,135,106
2025-07-14,35,145,120
2025-07-14,36,152,132
2025-07-14,37,164,144
2025-07-14,38,163,143
2025-07-14,39,163,142
2025-07-14,40,162,141
2025-07-14,41,162,143
2025-07-14,42,162,142
2025-07-14,43,172,141
2025-07-14,44,172,140
2025-07-14,45,167,141
2025-07-14,46,156,130
2025-07-14,47,141,122
2025-07-14,48,125,110
2025-07-15,1,122,110
2025-07-15,2,118,109
2025-07-15,3,117,106
2025-07-15,4,117,102
2025-07-15,5,115,101
2025-07-15,6,114,100
2025-07-15,7,113,99
2025-07-15,8,113,99
2025-07-15,9,113,99
2025-07-15,10,113,99
2025-07-15,11,114,100
2025-07-15,12,115,101
2025-07-15,13,117,103
2025-07-15,14,118,106
2025-07-15,15,121,107
2025-07-15,16,123,117
2025-07-15,17,126,117
2025-07-15,18,122,110
2025-07-15,19,124,111
2025-07-15,20,122,120
2025-07-15,21,116,116
2025-07-15,22,116,116
2025-07-15,23,117,117
2025-07-15,24,118,108
2025-07-15,25,124,114
2025-07-15,26,123,113
2025-07-15,27,123,113
2025-07-15,28,124,114
2025-07-15,29,123,112
2025-07-15,30,121,121
2025-07-15,31,121,121
2025-07-15,32,121,111
2025-07-15,33,126,123
2025-07-15,34,138,118
2025-07-15,35,150,131
2025-07-15,36,156,141
2025-07-15,37,164,155
2025-07-15,38,163,156
2025-07-15,39,163,154
2025-07-15,40,158,153
2025-07-15,41,157,151
2025-07-15,42,159,159
2025-07-15,43,161,150
2025-07-15,44,160,150
2025-07-15,45,159,151
2025-07-15,46,157,147
2025-07-15,47,139,131
2025-07-15,48,124,115
2025-07-16,1,120,112
2025-07-16,2,119,112
2025-07-16,3,119,112
2025-07-16,4,119,111
2025-07-16,5,118,110
2025-07-16,6,120,120
2025-07-16,7,122,114
2025-07-16,8,120,113
2025-07-16,9,120,120
2025-07-16,10,124,116
2025-07-16,11,128,117
2025-07-16,12,139,126
2025-07-16,13,150,138
2025-07-16,14,159,146
2025-07-16,15,158,154
2025-07-16,16,160,147
2025-07-16,17,167,154
2025-07-16,18,168,155
2025-07-16,19,169,156
2025-07-16,20,170,165
2025-07-16,21,170,165
2025-07-16,22,169,163
2025-07-16,23,169,163
2025-07-16,24,168,166
2025-07-16,25,168,166
2025-07-16,26,168,166
2025-07-16,27,169,169
2025-07-16,28,168,168
2025-07-16,29,164,165
2025-07-16,30,171,174
2025-07-16,31,177,182
2025-07-16,32,191,196
2025-07-16,33,207,211
2025-07-16,34,208,211
2025-07-16,35,209,214
2025-07-16,36,211,214
2025-07-16,37,215,218
2025-07-16,38,217,221
2025-07-16,39,217,222
2025-07-16,40,219,221
2025-07-16,41,216,219
2025-07-16,42,215,218
2025-07-16,43,215,217
2025-07-16,44,214,215
2025-07-16,45,210,213
2025-07-16,46,208,211
2025-07-16,47,194,196
2025-07-16,48,177,179
2025-07-17,1,179,179
2025-07-17,2,172,172
2025-07-17,3,171,171
2025-07-17,4,170,170
2025-07-17,5,173,173
2025-07-17,6,172,173
2025-07-17,7,172,172
2025-07-17,8,171,171
2025-07-17,9,171,172
2025-07-17,10,171,171
2025-07-17,11,172,173
2025-07-17,12,173,174
2025-07-17,13,176,177
2025-07-17,14,178,178
2025-07-17,15,179,179
2025-07-17,16,180,172
2025-07-17,17,183,178
2025-07-17,18,184,179
2025-07-17,19,183,180
2025-07-17,20,181,181
2025-07-17,21,182,181
2025-07-17,22,177,175
2025-07-17,23,177,175
2025-07-17,24,177,175
2025-07-17,25,178,178
2025-07-17,26,178,176
2025-07-17,27,177,175
2025-07-17,28,177,175
2025-07-17,29,178,175
2025-07-17,30,178,175
2025-07-17,31,177,175
2025-07-17,32,184,178
2025-07-17,33,184,179
2025-07-17,34,185,183
2025-07-17,35,198,192
2025-07-17,36,198,193
2025-07-17,37,209,201
2025-07-17,38,214,200
2025-07-17,39,213,201
2025-07-17,40,213,201
2025-07-17,41,212,201
2025-07-17,42,213,201
2025-07-17,43,213,201
2025-07-17,44,211,199
2025-07-17,45,210,197
2025-07-17,46,208,189
2025-07-17,47,194,177
2025-07-17,48,184,166
2025-07-18,1,178,158
2025-07-18,2,177,158
2025-07-18,3,176,156
2025-07-18,4,170,156
2025-07-18,5,171,156
2025-07-18,6,170,155
2025-07-18,7,169,156
2025-07-18,8,162,155
2025-07-18,9,162,155
2025-07-18,10,164,155
2025-07-18,11,165,155
2025-07-18,12,166,158
2025-07-18,13,168,162
2025-07-18,14,169,164
2025-07-18,15,170,164
2025-07-18,16,171,165
2025-07-18,17,173,167
2025-07-18,18,174,168
2025-07-18,19,173,167
2025-07-18,20,173,175
2025-07-18,21,170,168
2025-07-18,22,160,158
2025-07-18,23,159,157
2025-07-18,24,160,158
2025-07-18,25,158,158
2025-07-18,26,159,158
2025-07-18,27,159,157
2025-07-18,28,159,157
2025-07-18,29,158,157
2025-07-18,30,157,156
2025-07-18,31,161,159
2025-07-18,32,160,158
2025-07-18,33,167,172
2025-07-18,34,187,190
2025-07-18,35,195,197
2025-07-18,36,197,198
2025-07-18,37,198,199
2025-07-18,38,198,200
2025-07-18,39,202,203
2025-07-18,40,202,203
2025-07-18,41,203,203
2025-07-18,42,204,204
2025-07-18,43,205,202
2025-07-18,44,205,202
2025-07-18,45,202,199
2025-07-18,46,199,196
2025-07-18,47,195,193
2025-07-18,48,180,178
2025-07-19,1,174,171
2025-07-19,2,173,170
2025-07-19,3,171,157
2025-07-19,4,163,147
2025-07-19,5,163,146
2025-07-19,6,154,144
2025-07-19,7,154,144
2025-07-19,8,151,140
2025-07-19,9,150,140
2025-07-19,10,149,139
2025-07-19,11,149,139
2025-07-19,12,150,140
2025-07-19,13,149,136
2025-07-19,14,153,137
2025-07-19,15,154,144
2025-07-19,16,154,138
2025-07-19,17,156,140
2025-07-19,18,158,142
2025-07-19,19,159,142
2025-07-19,20,157,142
2025-07-19,21,158,142
2025-07-19,22,159,150
2025-07-19,23,152,137
2025-07-19,24,153,137
2025-07-19,25,152,139
2025-07-19,26,150,137
2025-07-19,27,150,137
2025-07-19,28,149,136
2025-07-19,29,146,135
2025-07-19,30,145,136
2025-07-19,31,145,135
2025-07-19,32,145,135
2025-07-19,33,148,138
2025-07-19,34,155,138
2025-07-19,35,169,165
2025-07-19,36,171,166
2025-07-19,37,172,171
2025-07-19,38,172,171
2025-07-19,39,171,162
2025-07-19,40,175,163
2025-07-19,41,174,162
2025-07-19,42,173,162
2025-07-19,43,171,170
2025-07-19,44,171,159
2025-07-19,45,170,158
2025-07-19,46,174,150
2025-07-19,47,166,138
2025-07-19,48,153,135
2025-07-20,1,147,134
2025-07-20,2,146,119
2025-07-20,3,142,111
2025-07-20,4,134,106
2025-07-20,5,126,107
2025-07-20,6,125,106
2025-07-20,7,127,112
2025-07-20,8,126,104
2025-07-20,9,118,102
2025-07-20,10,117,99
2025-07-20,11,118,100
2025-07-20,12,118,98
2025-07-20,13,117,95
2025-07-20,14,115,95
2025-07-20,15,117,97
2025-07-20,16,117,97
2025-07-20,17,119,101
2025-07-20,18,122,101
2025-07-20,19,124,103
2025-07-20,20,126,108
2025-07-20,21,125,107
2025-07-20,22,124,110
2025-07-20,23,124,108
2025-07-20,24,130,114
2025-07-20,25,131,115
2025-07-20,26,133,118
2025-07-20,27,132,117
2025-07-20,28,132,117
2025-07-20,29,131,116
2025-07-20,30,131,116
2025-07-20,31,139,116
2025-07-20,32,148,122
2025-07-20,33,174,142
2025-07-20,34,169,145
2025-07-20,35,178,161
2025-07-20,36,177,168
2025-07-20,37,175,162
2025-07-20,38,180,165
2025-07-20,39,180,171
2025-07-20,40,180,171
2025-07-20,41,181,171
2025-07-20,42,181,171
2025-07-20,43,181,171
2025-07-20,44,181,171
2025-07-20,45,173,162
2025-07-20,46,171,164
2025-07-20,47,155,145
2025-07-20,48,147,136
2025-07-21,1,146,135
2025-07-21,2,145,134
2025-07-21,3,144,132
2025-07-21,4,143,132
2025-07-21,5,146,132
2025-07-21,6,145,131
2025-07-21,7,147,133
2025-07-21,8,147,133
2025-07-21,9,148,133
2025-07-21,10,148,141
2025-07-21,11,149,145
2025-07-21,12,150,147
2025-07-21,13,156,154
2025-07-21,14,159,156
2025-07-21,15,159,156
2025-07-21,16,162,159
2025-07-21,17,167,164
2025-07-21,18,168,165
2025-07-21,19,168,165
2025-07-21,20,169,166
2025-07-21,21,170,167
2025-07-21,22,170,167
2025-07-21,23,171,169
2025-07-21,24,172,169
2025-07-21,25,173,170
2025-07-21,26,172,169
2025-07-21,27,170,167
2025-07-21,28,170,168
2025-07-21,29,169,166
2025-07-21,30,175,171
2025-07-21,31,181,171
2025-07-21,32,184,174
2025-07-21,33,195,185
2025-07-21,34,198,193
2025-07-21,35,202,197
2025-07-21,36,204,199
2025-07-21,37,208,200
2025-07-21,38,207,200
2025-07-21,39,208,201
